lat_degs,lat_mins,lat_secs,lon_degs,lon_mins,lon_secs
-6.000000,9.000000,26.192160,71.000000,32.000000,19.857480
-6.000000,9.000000,26.193600,71.000000,32.000000,19.857480
-6.000000,9.000000,26.195760,71.000000,32.000000,19.857840
-6.000000,9.000000,26.196480,71.000000,32.000000,19.857480
-6.000000,9.000000,26.196480,71.000000,32.000000,19.855320
-6.000000,9.000000,26.195760,71.000000,32.000000,19.854240
-6.000000,9.000000,26.194320,71.000000,32.000000,19.853520
-6.000000,9.000000,26.192520,71.000000,32.000000,19.853160
-6.000000,9.000000,26.190720,71.000000,32.000000,19.852440
-6.000000,9.000000,26.188200,71.000000,32.000000,19.852080
-6.000000,9.000000,26.185680,71.000000,32.000000,19.851720
-6.000000,9.000000,26.183880,71.000000,32.000000,19.852080
-6.000000,9.000000,26.183520,71.000000,32.000000,19.853520
-6.000000,9.000000,26.183160,71.000000,32.000000,19.854960
-6.000000,9.000000,26.183520,71.000000,32.000000,19.856040
-6.000000,9.000000,26.184240,71.000000,32.000000,19.857480
-6.000000,9.000000,26.184600,71.000000,32.000000,19.859280
-6.000000,9.000000,26.185320,71.000000,32.000000,19.860360
-6.000000,9.000000,26.186040,71.000000,32.000000,19.861800
-6.000000,9.000000,26.186040,71.000000,32.000000,19.863240
-6.000000,9.000000,26.184600,71.000000,32.000000,19.864320
-6.000000,9.000000,26.184240,71.000000,32.000000,19.865760
-6.000000,9.000000,26.182440,71.000000,32.000000,19.866840
-6.000000,9.000000,26.180640,71.000000,32.000000,19.867200
-6.000000,9.000000,26.178480,71.000000,32.000000,19.866480
-6.000000,9.000000,26.176680,71.000000,32.000000,19.864680
-6.000000,9.000000,26.176320,71.000000,32.000000,19.861800
-6.000000,9.000000,26.175960,71.000000,32.000000,19.857840
-6.000000,9.000000,26.175960,71.000000,32.000000,19.854240
-6.000000,9.000000,26.181720,71.000000,32.000000,19.858200
-6.000000,9.000000,26.185680,71.000000,32.000000,19.856040
-6.000000,9.000000,26.185680,71.000000,32.000000,19.842000
-6.000000,9.000000,26.187480,71.000000,32.000000,19.822920
-6.000000,9.000000,26.197200,71.000000,32.000000,19.802760
-6.000000,9.000000,26.210880,71.000000,32.000000,19.782960
-6.000000,9.000000,26.229960,71.000000,32.000000,19.764600
-6.000000,9.000000,26.245800,71.000000,32.000000,19.747680
-6.000000,9.000000,26.259480,71.000000,32.000000,19.723560
-6.000000,9.000000,26.268120,71.000000,32.000000,19.701240
-6.000000,9.000000,26.275680,71.000000,32.000000,19.677480
-6.000000,9.000000,26.278560,71.000000,32.000000,19.661640
-6.000000,9.000000,26.278200,71.000000,32.000000,19.653000
-6.000000,9.000000,26.269200,71.000000,32.000000,19.647240
-6.000000,9.000000,26.268480,71.000000,32.000000,19.641840
-6.000000,9.000000,26.269920,71.000000,32.000000,19.640400
-6.000000,9.000000,26.271000,71.000000,32.000000,19.636800
-6.000000,9.000000,26.272800,71.000000,32.000000,19.635360
-6.000000,9.000000,26.273880,71.000000,32.000000,19.634640
-6.000000,9.000000,26.273880,71.000000,32.000000,19.633920
-6.000000,9.000000,26.272800,71.000000,32.000000,19.631760
-6.000000,9.000000,26.271720,71.000000,32.000000,19.629240
-6.000000,9.000000,26.271000,71.000000,32.000000,19.626000
-6.000000,9.000000,26.270640,71.000000,32.000000,19.622760
-6.000000,9.000000,26.269920,71.000000,32.000000,19.619880
-6.000000,9.000000,26.269560,71.000000,32.000000,19.618080
-6.000000,9.000000,26.269200,71.000000,32.000000,19.616280
-6.000000,9.000000,26.268840,71.000000,32.000000,19.615200
-6.000000,9.000000,26.268480,71.000000,32.000000,19.613400
-6.000000,9.000000,26.268480,71.000000,32.000000,19.611600
-6.000000,9.000000,26.269200,71.000000,32.000000,19.609080
-6.000000,9.000000,26.269560,71.000000,32.000000,19.606560
-6.000000,9.000000,26.270640,71.000000,32.000000,19.604400
-6.000000,9.000000,26.271720,71.000000,32.000000,19.602600
-6.000000,9.000000,26.272440,71.000000,32.000000,19.601880
-6.000000,9.000000,26.272800,71.000000,32.000000,19.601880
-6.000000,9.000000,26.272440,71.000000,32.000000,19.601160
-6.000000,9.000000,26.271720,71.000000,32.000000,19.600800
-6.000000,9.000000,26.270640,71.000000,32.000000,19.599360
-6.000000,9.000000,26.269560,71.000000,32.000000,19.597920
-6.000000,9.000000,26.268840,71.000000,32.000000,19.595760
-6.000000,9.000000,26.268840,71.000000,32.000000,19.593960
-6.000000,9.000000,26.268480,71.000000,32.000000,19.592160
-6.000000,9.000000,26.268480,71.000000,32.000000,19.590720
-6.000000,9.000000,26.268120,71.000000,32.000000,19.589280
-6.000000,9.000000,26.267760,71.000000,32.000000,19.587840
-6.000000,9.000000,26.266680,71.000000,32.000000,19.585320
-6.000000,9.000000,26.265240,71.000000,32.000000,19.582440
